sample_id,engine_temp,battery_voltage,rpm,tire_pressure_fl,tire_pressure_fr,tire_pressure_rl,tire_pressure_rr,oil_pressure,coolant_temp,fuel_level,label,label_name
294,91.34,12.71,2134,30.9,30.8,33.2,34.6,62.2,92.38,43.4,0,Normal
295,91.7,14.43,1013,34.0,33.2,33.8,29.7,41.6,76.53,68.3,0,Normal
296,75.72,14.27,2657,30.2,29.6,30.3,35.9,51.05,90.68,70.9,0,Normal
297,126.67,11.25,5340,18.6,16.0,32.6,31.1,9.41,134.47,4.3,2,Critical
298,112.0,11.13,6271,21.2,32.0,32.6,30.8,16.55,121.38,2.4,2,Critical
299,91.97,13.46,2940,35.0,30.5,29.3,31.8,64.99,80.78,76.0,0,Normal
300,83.73,12.65,2569,34.0,32.7,34.6,31.1,42.07,82.01,52.8,0,Normal
301,87.1,12.8,737,30.0,35.4,29.1,30.3,36.09,77.21,69.6,0,Normal
302,120.7,11.68,6424,14.3,32.7,34.8,30.0,15.58,133.51,8.0,2,Critical
303,97.25,12.04,3875,27.1,33.7,31.3,29.2,29.94,102.27,19.7,1,Warning
304,78.32,14.11,1627,32.4,30.6,33.8,34.5,46.88,93.9,22.4,0,Normal
305,133.08,11.09,5664,21.0,34.7,33.5,34.6,19.55,125.05,0.3,2,Critical
306,104.88,12.4,4325,25.7,31.9,34.2,32.1,24.29,96.7,6.9,1,Warning
307,100.46,12.23,4586,38.1,30.1,28.8,33.9,23.38,103.27,14.0,1,Warning
308,90.1,12.67,2621,35.8,33.0,30.5,36.0,41.11,81.71,33.8,0,Normal
309,88.24,12.77,2154,32.6,35.0,32.2,31.7,57.38,80.33,31.2,0,Normal
310,87.08,13.69,2505,33.6,35.5,35.8,32.0,56.6,91.06,20.1,0,Normal
311,102.58,12.31,4792,27.8,29.2,29.2,35.2,23.33,100.08,13.0,1,Warning
312,100.6,12.26,3734,41.4,29.7,28.0,30.1,28.34,105.86,14.6,1,Warning
313,83.68,13.27,2270,33.5,34.6,34.5,33.7,66.3,91.76,30.7,0,Normal
314,88.18,13.77,1308,34.6,30.5,35.3,33.9,36.92,90.99,60.5,0,Normal
315,85.57,13.63,1525,35.5,31.3,34.8,35.3,51.92,92.89,42.1,0,Normal
316,102.66,12.28,4387,41.7,33.9,31.8,28.4,22.37,97.66,13.9,1,Warning
317,101.35,12.42,4344,26.2,29.3,30.4,28.4,26.55,107.99,9.9,1,Warning
318,120.79,11.52,5618,21.6,18.6,30.9,31.2,20.29,115.01,5.6,2,Critical
319,96.83,12.43,3794,38.0,33.1,31.6,28.8,23.64,99.38,16.5,1,Warning
320,89.47,12.81,2730,30.4,30.9,34.0,35.9,56.4,76.09,69.3,0,Normal
321,100.03,11.93,4440,41.4,33.1,35.4,33.9,29.03,100.83,11.9,1,Warning
322,87.66,14.14,2773,31.0,29.8,30.7,32.5,52.68,86.65,51.6,0,Normal
323,88.43,12.63,1336,30.6,35.9,33.9,33.3,35.17,78.69,70.8,0,Normal
324,78.83,12.9,2666,32.5,33.2,34.0,32.8,62.57,81.38,88.7,0,Normal
325,79.89,12.63,1615,30.2,33.6,35.2,31.1,46.65,88.41,31.9,0,Normal
326,133.71,11.18,5641,20.1,31.3,31.6,34.6,21.07,134.35,1.7,2,Critical
327,90.62,12.6,637,30.3,34.7,32.7,33.4,47.52,76.37,88.5,0,Normal
328,99.16,12.34,3725,40.4,35.1,32.8,33.9,27.01,100.72,5.2,1,Warning
329,86.05,14.4,819,31.5,29.1,35.9,35.3,35.98,75.36,49.4,0,Normal
330,83.87,13.14,1252,32.3,34.9,35.4,31.1,40.4,89.4,66.6,0,Normal
331,86.83,14.19,2690,30.2,31.6,30.1,33.8,43.69,85.51,83.3,0,Normal
332,93.28,11.84,3757,40.1,35.8,28.7,34.2,28.25,101.03,5.4,1,Warning
333,91.26,14.25,2993,35.0,31.7,34.3,33.0,60.19,78.56,78.5,0,Normal
334,89.63,13.18,2511,31.8,30.1,32.7,29.6,65.75,93.49,85.7,0,Normal
335,108.19,11.25,4837,22.7,17.2,33.2,34.7,12.4,118.21,5.2,2,Critical
336,81.12,13.72,1459,31.4,34.5,35.1,31.3,55.0,80.56,24.3,0,Normal
337,78.92,14.31,2050,34.3,34.9,36.0,30.6,45.04,80.01,41.0,0,Normal
338,93.86,12.08,4722,38.1,31.3,28.9,33.3,29.7,103.77,14.2,1,Warning
339,109.51,11.66,5018,18.9,17.6,33.4,29.2,21.42,132.64,0.7,2,Critical
340,97.53,12.35,4301,25.5,32.4,35.5,34.5,26.66,101.58,19.4,1,Warning
341,89.1,13.69,1310,34.2,29.6,34.4,33.1,38.88,76.59,80.1,0,Normal
342,124.22,10.82,6491,21.8,18.7,30.2,29.7,15.72,127.9,0.4,2,Critical
343,75.62,13.59,783,35.6,35.1,30.5,33.9,54.88,91.03,58.1,0,Normal
344,81.07,13.39,2508,32.0,34.1,29.6,34.8,42.15,93.88,32.4,0,Normal
345,95.57,12.16,3945,26.4,30.0,32.2,31.7,33.07,106.73,16.4,1,Warning
346,82.04,13.64,601,33.5,34.0,33.0,32.5,63.35,88.63,42.2,0,Normal
347,125.28,11.69,5636,14.7,34.5,29.2,31.1,16.6,111.24,3.0,2,Critical
348,96.93,11.87,4575,25.4,28.1,34.9,34.0,34.31,98.8,9.8,1,Warning
349,78.08,13.53,2516,30.6,32.6,33.5,30.5,48.14,79.33,92.2,0,Normal
350,85.89,12.9,3175,34.7,31.4,33.1,30.0,69.03,93.06,93.8,0,Normal
351,87.15,13.05,2528,33.9,31.9,31.8,30.3,49.49,90.74,92.7,0,Normal
352,101.38,12.12,4704,27.9,29.1,33.2,29.6,25.6,102.27,16.1,1,Warning
353,99.18,12.07,4245,40.2,33.4,31.7,35.7,30.95,96.68,15.1,1,Warning
354,78.66,13.67,1166,33.8,30.5,29.7,30.4,49.8,78.52,30.8,0,Normal
355,76.84,13.88,3393,35.4,33.0,31.6,33.1,63.56,92.22,85.5,0,Normal
356,123.21,10.04,4800,21.4,29.5,32.5,29.9,14.29,122.75,4.8,2,Critical
357,129.21,10.18,6359,14.3,31.7,33.7,29.7,20.93,133.37,4.2,2,Critical
358,97.08,12.46,4277,41.6,33.8,35.1,28.9,31.85,107.59,5.7,1,Warning
359,96.25,12.42,4172,24.2,29.6,29.4,30.4,23.41,98.26,19.1,1,Warning
360,78.43,13.96,2936,29.9,29.6,35.6,32.2,57.06,75.47,42.3,0,Normal
361,90.87,14.37,2183,33.3,31.0,29.4,34.2,38.56,76.71,44.9,0,Normal
362,79.65,12.56,1555,34.0,29.4,31.5,31.1,42.68,89.12,72.7,0,Normal
363,78.8,13.41,1800,30.2,34.8,35.5,30.4,67.54,75.36,94.0,0,Normal
364,89.98,12.6,3422,33.9,31.0,30.4,31.1,65.65,80.83,57.0,0,Normal
365,88.49,12.99,2374,35.3,33.0,30.4,31.4,55.66,85.13,31.9,0,Normal
366,133.01,10.47,6483,14.2,30.3,29.6,32.1,19.71,130.34,6.0,2,Critical
367,79.66,14.12,2803,33.9,30.0,34.7,33.7,41.82,87.96,58.7,0,Normal
368,100.92,12.25,4407,23.5,31.6,31.4,33.9,24.17,103.58,9.6,1,Warning
369,89.29,13.29,1742,30.7,32.4,34.6,35.3,37.45,86.5,57.4,0,Normal
370,96.98,12.08,3605,41.9,33.6,31.8,30.5,26.76,103.33,8.8,1,Warning
371,116.75,11.08,5725,16.7,18.0,32.8,29.4,17.12,113.74,3.9,2,Critical
372,77.33,13.65,3492,33.9,33.2,31.7,35.4,52.39,77.69,49.2,0,Normal
373,118.37,11.0,5272,17.0,34.5,31.4,35.8,9.42,121.35,2.4,2,Critical
374,101.15,12.11,3613,38.2,33.3,28.9,33.9,30.43,101.93,12.9,1,Warning
375,99.46,12.21,4326,23.7,30.1,32.9,35.5,32.13,104.95,10.0,1,Warning
376,82.43,12.92,733,32.2,34.7,34.1,31.9,55.81,83.72,66.3,0,Normal
377,129.93,11.15,5013,21.3,16.9,31.4,30.1,16.81,131.07,6.7,2,Critical
378,123.42,10.11,5451,21.1,22.0,35.2,33.2,21.7,115.4,0.6,2,Critical
379,96.37,12.08,4297,37.2,34.2,30.0,34.5,28.07,101.68,16.6,1,Warning
380,100.29,12.46,3560,25.2,35.6,35.7,30.5,34.31,96.42,19.7,1,Warning
381,84.34,14.25,647,34.4,29.2,31.1,35.2,59.16,78.44,59.3,0,Normal
382,78.09,12.53,1569,30.1,30.5,35.1,33.2,41.18,86.13,40.5,0,Normal
383,96.08,11.92,3647,23.3,29.0,33.6,31.3,22.46,102.43,8.8,1,Warning
384,98.66,12.43,3994,37.2,30.8,34.8,35.2,31.83,104.04,17.2,1,Warning
385,75.53,14.33,1548,33.9,33.9,30.8,29.4,48.48,81.34,76.0,0,Normal
386,85.34,13.86,954,33.7,35.2,35.8,32.1,47.06,90.07,63.4,0,Normal
387,93.07,12.2,3508,27.6,35.0,28.1,28.8,27.87,105.1,19.1,1,Warning
388,79.89,13.78,2702,30.8,31.3,30.7,35.7,41.67,78.66,55.6,0,Normal
389,95.72,11.81,3866,24.2,29.4,32.5,29.8,27.53,106.66,15.8,1,Warning
390,110.44,10.54,5555,21.8,22.1,31.1,32.2,15.91,127.27,6.3,2,Critical
391,103.16,11.83,4207,40.2,28.2,35.1,35.4,28.27,96.25,13.7,1,Warning
392,88.1,13.13,2496,32.4,32.5,29.6,33.7,65.3,77.83,49.3,0,Normal
393,82.76,13.82,3149,32.3,32.7,32.2,29.5,62.55,77.53,51.6,0,Normal
394,80.77,12.58,3119,33.1,31.1,29.5,34.1,61.21,88.32,36.3,0,Normal
395,89.45,14.1,1072,33.7,35.0,34.7,32.0,36.68,93.62,51.7,0,Normal
396,100.07,12.46,4199,26.1,31.1,35.5,35.5,24.58,103.44,14.6,1,Warning
397,116.07,10.73,6119,19.1,31.2,29.0,29.1,9.09,112.03,1.0,2,Critical
398,90.07,14.14,2029,34.4,30.9,32.5,30.4,65.13,91.46,92.2,0,Normal
399,90.52,14.01,2507,33.6,35.3,35.5,33.2,49.58,82.27,85.5,0,Normal
400,84.75,12.56,3377,31.0,30.0,29.0,35.0,65.21,76.91,32.2,0,Normal
401,85.14,14.08,2783,35.2,34.6,30.7,32.9,45.41,81.6,94.6,0,Normal
402,86.36,14.2,930,35.5,35.3,32.6,33.4,42.45,83.96,36.2,0,Normal
403,87.77,14.08,1818,32.6,31.3,30.2,30.8,66.92,81.18,98.0,0,Normal
404,78.49,14.11,906,33.3,34.2,34.3,30.3,37.16,83.98,36.2,0,Normal
405,82.7,13.34,2359,34.1,35.3,30.9,33.4,59.02,88.5,59.4,0,Normal
406,128.93,10.92,5446,20.7,35.9,35.2,35.2,13.69,121.95,6.6,2,Critical
407,80.05,12.92,1496,30.4,31.2,29.6,30.1,49.6,92.59,24.6,0,Normal
408,88.65,13.94,2522,34.0,34.2,34.1,34.2,37.59,76.27,48.9,0,Normal
409,101.89,11.94,3664,37.8,32.5,31.8,30.2,34.79,104.67,16.7,1,Warning
410,80.3,12.95,2877,35.7,32.4,29.3,30.8,40.53,91.86,26.8,0,Normal
411,83.14,14.04,3201,34.8,30.3,29.6,30.2,62.42,93.28,94.0,0,Normal
412,111.72,11.2,5634,14.4,21.1,35.8,35.6,14.93,126.84,3.3,2,Critical
413,80.82,13.21,1315,35.7,35.0,32.9,31.8,60.79,85.55,98.1,0,Normal
414,91.91,13.85,2962,35.3,34.5,30.3,32.9,38.57,88.06,96.4,0,Normal
415,94.25,12.21,3867,40.1,30.9,35.9,35.6,32.12,105.5,19.7,1,Warning
416,88.05,14.29,2492,29.9,31.1,35.4,29.6,49.24,93.85,96.1,0,Normal
417,76.23,14.18,761,31.0,31.3,30.2,31.2,60.99,75.29,86.2,0,Normal
418,89.61,13.26,3069,30.7,33.3,35.5,30.8,59.25,94.75,32.0,0,Normal
419,134.61,11.43,6093,15.2,33.8,32.0,35.5,6.4,132.56,1.6,2,Critical
420,90.55,13.15,2279,35.1,34.4,29.3,35.6,36.63,86.78,66.0,0,Normal
421,75.21,13.37,2652,34.6,33.2,34.9,31.8,64.71,85.13,37.8,0,Normal
422,104.81,12.22,3847,27.0,35.8,31.0,28.5,34.98,106.06,8.3,1,Warning
423,91.87,13.0,1497,30.7,30.9,32.9,30.7,48.78,88.11,86.9,0,Normal
424,104.52,12.48,4621,40.8,32.6,28.8,35.5,32.09,97.74,19.5,1,Warning
425,118.84,10.29,5837,20.2,32.8,31.3,31.4,10.4,120.58,6.5,2,Critical
426,99.5,12.19,3845,37.4,33.9,29.2,30.0,30.46,104.75,5.8,1,Warning
427,95.9,11.86,4527,38.4,29.5,35.8,34.2,34.09,106.34,18.6,1,Warning
428,90.02,13.47,2957,29.5,33.0,35.5,31.8,68.6,79.41,28.5,0,Normal
429,101.08,12.23,3568,25.1,33.2,28.1,35.8,27.14,99.59,18.8,1,Warning
430,91.31,14.28,1421,34.7,33.8,32.6,32.0,63.54,90.86,80.6,0,Normal
431,95.27,12.37,4594,27.9,33.3,30.2,29.0,23.93,107.24,15.3,1,Warning
432,100.21,12.27,4351,24.1,30.8,33.1,32.4,24.34,104.82,11.9,1,Warning
433,89.17,12.55,1001,34.6,32.3,35.2,33.4,56.82,80.84,30.7,0,Normal
434,108.11,10.36,5038,14.6,16.9,29.8,29.8,7.11,116.02,1.6,2,Critical
435,109.15,10.26,5395,15.0,32.5,34.1,31.1,19.82,126.0,2.8,2,Critical
436,101.21,12.37,3721,25.2,28.5,28.5,35.2,25.91,103.16,9.3,1,Warning
437,79.32,13.9,1645,30.1,29.7,29.7,33.6,56.44,85.37,60.0,0,Normal
438,76.48,13.38,2285,30.6,31.6,29.5,30.5,51.34,94.81,99.7,0,Normal
439,101.6,12.45,4790,39.7,29.4,33.6,34.7,32.38,100.15,19.4,1,Warning
440,79.13,13.58,2512,35.9,34.2,29.8,32.3,55.61,77.93,54.6,0,Normal
441,83.4,13.1,1983,31.5,30.6,29.3,31.5,59.9,75.37,55.1,0,Normal
442,96.59,12.4,4295,26.1,29.9,31.8,29.9,30.95,99.7,7.3,1,Warning
443,78.22,12.81,878,33.5,33.3,33.6,34.4,46.42,93.37,78.7,0,Normal
444,94.14,12.24,4053,23.6,33.4,31.5,34.4,28.62,99.43,19.3,1,Warning
445,76.36,14.32,2759,35.5,32.3,31.9,31.5,56.57,82.03,79.7,0,Normal
446,77.6,13.5,773,35.5,29.4,32.0,29.0,62.52,78.32,94.0,0,Normal
447,99.77,12.05,3557,25.9,31.8,34.1,34.8,23.28,101.29,18.4,1,Warning
448,77.9,12.52,1392,29.4,31.6,34.7,34.0,68.16,83.54,76.6,0,Normal
449,103.99,12.01,4189,38.4,33.1,33.3,34.7,33.33,97.92,16.1,1,Warning
450,89.11,14.45,3042,35.6,29.9,34.6,32.8,54.02,92.98,97.7,0,Normal
451,95.95,12.07,4477,23.8,29.6,35.0,31.9,32.93,107.5,11.3,1,Warning
452,87.89,13.21,3415,35.3,34.4,30.4,32.3,36.53,78.09,74.6,0,Normal
453,102.93,11.84,3593,24.9,31.0,28.8,32.7,30.73,105.5,14.8,1,Warning
454,133.74,10.64,6244,19.7,34.0,33.5,35.0,11.66,131.08,1.5,2,Critical
455,105.44,12.16,3748,27.0,30.4,28.5,29.3,34.65,103.48,17.5,1,Warning
456,77.35,13.9,3424,29.2,34.2,35.5,29.5,38.86,88.84,71.8,0,Normal
457,120.64,11.45,5273,20.1,31.9,32.9,33.9,21.07,115.99,0.8,2,Critical
458,99.84,11.95,3504,26.5,29.4,33.9,35.6,30.38,107.56,19.9,1,Warning
459,85.09,13.1,2578,34.2,31.3,34.8,29.5,35.38,77.46,32.5,0,Normal
460,91.88,13.34,2960,34.2,32.2,35.5,31.8,54.79,77.12,38.1,0,Normal
461,91.8,13.15,856,30.7,29.4,34.5,32.6,46.79,88.24,70.5,0,Normal
462,88.0,13.97,875,33.2,33.6,34.8,30.4,65.72,84.23,27.7,0,Normal
463,89.95,12.71,2002,34.9,32.9,30.5,34.1,58.85,82.24,23.7,0,Normal
464,78.42,14.02,2104,33.6,31.5,32.1,30.3,61.48,78.14,82.3,0,Normal
465,91.52,12.99,1324,30.0,35.0,30.6,32.5,69.68,75.24,64.5,0,Normal
466,75.55,13.64,1047,35.6,30.2,33.4,31.3,57.45,83.25,80.8,0,Normal
467,85.7,14.19,2203,30.5,34.2,33.7,33.0,65.22,90.68,73.4,0,Normal
468,91.96,12.82,1186,32.8,32.4,33.0,29.3,49.15,86.66,66.8,0,Normal
469,78.86,13.62,1336,33.0,30.2,35.6,35.2,46.79,90.53,27.6,0,Normal
470,89.32,14.45,2494,33.6,32.7,31.3,30.0,55.44,75.9,86.0,0,Normal
471,75.25,12.81,2042,31.2,33.9,30.7,34.4,45.03,87.42,83.9,0,Normal
472,91.4,13.88,2317,32.8,29.5,35.3,33.4,55.01,85.79,51.4,0,Normal
473,94.94,12.36,3781,40.7,31.2,33.5,35.3,22.44,103.53,8.3,1,Warning
474,105.62,12.3,4036,27.5,32.5,34.6,29.4,33.7,107.99,15.0,1,Warning
475,83.59,14.27,1387,34.4,33.6,29.8,31.1,43.33,83.85,70.8,0,Normal
476,81.92,13.83,2029,31.7,35.2,34.4,32.7,68.25,83.49,83.0,0,Normal
477,79.25,13.58,1870,32.3,33.1,29.0,35.4,37.49,84.02,36.6,0,Normal
478,75.05,13.1,2209,31.3,30.9,32.2,30.3,53.54,89.13,66.0,0,Normal
479,94.43,11.82,3633,24.6,28.5,33.4,33.0,33.47,98.21,16.9,1,Warning
480,108.12,11.61,5921,18.1,31.2,31.1,29.9,12.88,120.79,3.3,2,Critical
481,104.55,11.92,4312,25.9,33.7,33.0,28.7,26.77,102.56,9.9,1,Warning
482,75.58,13.87,3356,34.8,30.9,29.4,35.6,67.8,85.65,71.4,0,Normal
483,87.43,13.75,1839,32.6,32.6,29.1,32.5,64.96,89.19,83.7,0,Normal
484,101.28,12.1,4085,40.7,33.6,32.3,29.3,29.24,97.2,10.1,1,Warning
485,98.86,11.96,3531,39.2,30.0,34.8,32.0,34.93,105.52,18.0,1,Warning
486,84.49,13.97,3497,33.0,34.7,34.2,35.0,68.41,78.86,33.2,0,Normal
487,91.2,12.89,3382,34.3,33.5,33.7,31.3,57.62,78.73,95.0,0,Normal
488,91.74,12.73,2646,35.0,30.1,34.0,32.3,64.85,93.15,89.8,0,Normal
489,84.65,12.78,2235,29.4,32.0,31.7,32.0,44.79,88.72,87.3,0,Normal
490,105.99,12.06,3526,38.4,35.1,33.7,31.2,31.91,100.09,12.8,1,Warning
491,80.78,12.8,1141,32.7,34.9,29.5,29.2,51.28,94.12,42.3,0,Normal
492,118.06,11.71,5155,18.9,33.3,35.7,31.4,5.81,120.22,1.9,2,Critical
493,76.47,13.77,3105,29.3,30.0,30.0,33.2,67.24,83.76,47.5,0,Normal
494,76.01,13.2,1940,30.2,30.3,30.6,34.5,62.0,82.66,33.8,0,Normal
495,88.94,12.94,2131,29.3,30.5,34.3,34.6,62.17,77.85,64.1,0,Normal
496,93.76,12.35,4550,41.7,35.2,34.3,35.2,32.83,107.69,14.4,1,Warning
497,81.28,13.05,2714,31.2,32.8,35.5,32.8,56.6,76.46,34.3,0,Normal
498,97.85,12.11,4498,26.8,29.1,28.0,28.9,24.14,104.28,17.3,1,Warning
499,87.04,13.49,2190,33.2,31.7,34.4,34.1,60.0,89.31,91.2,0,Normal
500,126.43,11.46,5627,17.3,30.3,34.1,30.9,16.15,128.12,0.9,2,Critical
501,75.44,12.5,1616,31.6,35.2,35.4,35.2,40.01,83.24,79.7,0,Normal
502,79.75,13.39,2428,32.6,34.3,30.8,33.9,63.58,90.3,81.7,0,Normal
503,98.98,12.25,3908,41.8,29.6,29.9,32.9,23.01,96.41,6.0,1,Warning
504,101.96,11.89,4571,27.3,32.1,31.2,30.8,33.35,99.66,11.0,1,Warning
505,107.64,10.36,5428,22.5,32.6,32.4,34.5,10.5,111.46,5.4,2,Critical
506,104.68,12.38,3637,25.9,29.7,32.9,29.0,28.11,99.07,17.8,1,Warning
507,90.78,13.48,2133,33.2,34.2,29.5,32.6,51.86,93.43,59.5,0,Normal
508,116.21,10.59,5573,16.2,34.9,35.8,31.2,11.47,127.15,0.1,2,Critical
509,95.64,12.32,3759,38.5,33.9,32.2,34.6,32.57,100.68,16.7,1,Warning
510,90.6,14.47,1620,33.5,32.3,35.9,29.7,49.43,92.51,42.7,0,Normal
511,91.99,12.51,1067,33.7,29.4,33.1,33.8,55.59,82.3,75.8,0,Normal
512,75.8,13.92,1431,33.6,33.4,30.6,32.1,64.25,87.11,25.5,0,Normal
513,100.46,12.47,4425,26.0,33.1,31.1,34.0,22.32,101.13,14.8,1,Warning
514,108.01,11.12,5850,19.0,35.8,32.6,29.6,7.28,127.73,7.9,2,Critical
515,101.19,12.24,3693,25.8,29.8,32.7,28.0,25.59,103.87,11.8,1,Warning
516,78.52,14.36,1772,35.2,33.2,32.7,30.1,67.0,86.13,20.5,0,Normal
517,83.71,14.11,1630,31.9,30.2,34.2,34.5,39.78,82.87,91.4,0,Normal
518,94.11,11.85,4287,38.3,35.5,34.3,28.6,27.29,96.82,18.7,1,Warning
519,88.12,14.45,652,35.7,31.7,34.9,32.8,54.76,82.19,86.3,0,Normal
520,130.42,10.86,5577,22.1,34.2,32.0,29.7,5.9,114.41,5.8,2,Critical
521,89.75,14.02,3477,34.3,35.0,34.8,34.1,63.06,93.69,58.0,0,Normal
522,101.12,11.9,3751,26.9,29.3,31.1,29.1,26.71,100.8,6.7,1,Warning
523,83.74,14.07,2510,33.2,34.7,29.5,33.8,60.05,80.5,35.7,0,Normal
524,78.6,14.27,1647,33.6,31.7,35.3,33.5,52.09,77.64,92.2,0,Normal
525,75.89,12.69,855,35.7,33.8,32.0,30.4,65.58,79.03,76.5,0,Normal
526,86.18,13.27,609,33.7,29.4,35.1,29.2,53.57,92.9,65.8,0,Normal
527,80.78,14.14,1057,29.7,32.5,33.7,34.6,55.64,90.48,51.4,0,Normal
528,91.01,12.68,1043,35.8,30.4,29.6,35.7,66.24,88.11,64.1,0,Normal
529,105.28,12.04,4429,37.9,29.6,32.6,34.8,23.03,106.21,10.1,1,Warning
530,90.41,14.0,655,32.4,35.3,32.0,35.7,57.84,77.19,60.7,0,Normal
531,126.76,11.3,5180,22.6,34.2,35.8,31.2,20.51,130.49,6.0,2,Critical
532,89.05,14.29,1006,32.9,29.8,33.7,31.0,58.08,89.54,81.5,0,Normal
533,86.31,12.93,1480,32.7,34.6,32.2,30.6,69.77,77.31,96.5,0,Normal
534,89.85,12.99,2017,29.2,29.1,33.9,29.8,54.17,88.92,22.6,0,Normal
535,115.38,10.15,5800,17.1,19.6,30.5,32.2,10.24,115.23,6.2,2,Critical
536,94.64,11.81,4482,41.2,29.3,33.7,31.7,33.95,101.81,10.7,1,Warning
537,80.72,14.34,1754,35.2,32.2,31.0,35.3,54.62,82.21,23.6,0,Normal
538,89.36,14.11,966,29.9,31.9,35.1,35.2,38.76,86.49,32.5,0,Normal
539,122.12,10.47,6474,17.9,22.1,32.8,34.1,14.73,111.38,7.6,2,Critical
540,76.5,13.85,1585,29.5,32.3,34.3,31.0,46.73,91.91,61.6,0,Normal
541,101.99,12.3,4170,40.6,29.8,28.1,32.1,33.39,103.31,12.5,1,Warning
542,90.72,12.93,3291,29.2,34.4,35.4,31.8,37.56,91.09,87.4,0,Normal
543,105.0,11.94,3639,27.1,35.1,30.4,33.0,34.0,98.06,17.0,1,Warning
544,95.9,12.36,4176,38.3,30.6,30.6,35.0,30.61,104.82,5.2,1,Warning
545,79.78,12.52,3459,33.2,33.3,35.7,34.8,63.5,81.79,46.8,0,Normal
546,89.62,14.34,661,30.7,34.0,34.3,31.7,57.99,87.24,79.2,0,Normal
547,111.41,10.32,5071,22.4,21.1,34.9,29.7,16.94,127.31,1.8,2,Critical
548,126.98,11.07,5156,16.2,30.5,29.2,30.9,13.17,118.93,7.5,2,Critical
549,123.61,10.08,5069,16.5,32.8,31.8,35.2,17.23,132.68,6.9,2,Critical
550,85.46,14.24,1648,32.8,32.6,35.3,30.2,55.23,90.09,49.6,0,Normal
551,90.77,14.04,2624,34.9,29.3,30.4,29.9,52.66,89.9,70.4,0,Normal
552,76.58,14.19,1107,34.4,31.5,34.5,30.4,41.53,84.94,22.6,0,Normal
553,78.71,12.88,3393,33.8,32.8,29.9,32.6,68.05,87.06,52.4,0,Normal
554,86.22,13.7,1971,35.7,31.4,30.2,33.7,64.61,75.81,56.0,0,Normal
555,99.59,12.4,4387,38.0,30.1,33.6,32.1,31.72,102.15,9.9,1,Warning
556,133.81,10.15,6143,16.5,21.3,34.9,35.1,17.21,112.7,0.4,2,Critical
557,116.43,11.54,6272,21.3,22.2,29.7,34.6,15.77,118.89,7.8,2,Critical
558,89.88,13.72,1887,35.6,35.0,31.3,32.8,52.14,87.64,46.7,0,Normal
559,104.85,12.07,3796,23.9,34.6,35.8,34.8,30.22,97.71,7.5,1,Warning
560,85.65,12.64,1519,35.1,33.1,31.9,32.3,42.29,91.24,93.1,0,Normal
561,107.33,10.48,5702,18.3,22.5,32.6,32.0,5.62,130.36,3.4,2,Critical
562,88.99,14.48,2300,35.7,35.6,31.2,35.0,62.74,90.52,91.7,0,Normal
563,90.54,13.09,948,32.1,31.1,35.2,29.3,57.19,93.12,98.1,0,Normal
564,89.28,12.77,1165,32.4,29.3,31.9,34.5,40.21,84.2,99.2,0,Normal
565,98.03,12.47,3652,38.6,30.5,28.7,32.2,24.96,105.04,14.9,1,Warning
566,132.23,10.9,5831,18.1,16.3,35.6,33.4,19.85,116.56,2.2,2,Critical
567,80.77,12.63,1367,35.9,29.3,35.0,29.5,53.51,84.04,94.5,0,Normal
568,79.0,12.54,922,30.7,34.1,34.4,33.0,43.93,85.43,21.2,0,Normal
569,83.72,13.37,703,35.7,29.7,29.3,30.7,37.29,84.1,61.3,0,Normal
570,102.69,12.4,3943,37.6,31.3,28.8,28.4,22.84,97.26,17.5,1,Warning
571,95.62,11.84,3980,23.3,34.6,34.8,28.3,22.9,104.04,12.5,1,Warning
572,101.95,11.88,3784,24.0,30.8,29.9,28.5,33.32,99.67,6.4,1,Warning
573,105.01,12.11,4043,24.4,34.4,31.9,32.5,32.93,98.22,7.6,1,Warning
574,83.8,13.86,2072,35.6,32.0,29.1,30.7,52.52,85.81,64.2,0,Normal
575,83.48,14.16,2961,34.9,33.9,32.7,34.8,65.56,84.61,98.9,0,Normal
576,77.87,12.82,1475,30.0,35.5,32.6,33.4,47.51,80.52,60.3,0,Normal
577,98.49,12.49,3862,25.3,29.4,32.8,34.0,30.27,99.95,5.9,1,Warning
578,112.89,11.62,5503,19.8,30.8,33.9,32.9,18.1,123.65,4.6,2,Critical
579,129.9,10.14,5672,16.4,31.3,29.9,30.6,10.55,119.63,3.7,2,Critical
580,105.04,12.02,3857,39.9,34.7,33.5,28.0,29.35,98.78,5.2,1,Warning
581,120.42,10.7,6444,19.7,33.9,31.0,31.6,18.2,133.55,7.4,2,Critical
582,102.88,12.02,4577,40.8,29.5,32.2,30.6,30.29,98.55,16.9,1,Warning
583,80.13,13.01,2662,33.6,32.2,33.4,30.1,58.57,80.41,41.8,0,Normal
584,77.86,13.97,3354,34.2,34.5,33.9,30.6,47.63,93.99,72.9,0,Normal
585,91.14,13.84,2186,32.1,34.8,34.9,31.1,68.37,82.9,84.0,0,Normal
586,103.33,12.24,4489,39.3,30.1,29.4,31.1,26.33,98.23,19.3,1,Warning
587,99.59,12.42,4436,38.9,35.7,28.2,33.7,34.72,97.25,9.1,1,Warning
588,89.87,14.33,3065,35.8,32.3,29.3,29.6,48.66,80.15,33.6,0,Normal
589,86.87,14.47,1929,29.6,32.9,29.9,34.3,52.77,89.47,89.5,0,Normal
